2016-04-27,15:40,Punchestown,Strangford Lough
2016-04-26,16:5,Brighton,Timia
2016-04-26,16:10,Nottingham,Mollies Girl
2016-04-26,16:20,Punchestown,Ball Darc
2016-04-26,16:30,Bath,Chelseas Boy
