2016-04-27,15:40,Punchestown,Enniskillen
2016-04-27,15:40,Punchestown,Serious Times
2016-04-26,16:5,Brighton,Nags Wag
2016-04-26,16:5,Brighton,Canford Belle
2016-04-26,16:10,Nottingham,Mollies Girl
2016-04-26,16:10,Nottingham,Little Lotte
2016-04-26,16:20,Punchestown,Petit Mouchoir
2016-04-26,16:20,Punchestown,Ball Darc
2016-04-26,16:30,Bath,Mazaz
2016-04-26,16:30,Bath,Chelseas Boy
